traffic_type,packet_count,total_bytes,avg_packet_length,min_packet_length,max_packet_length,duration,packets_per_second,bytes_per_second,tcp_count,udp_count,icmp_count,syn_count,ack_count,rst_count,fin_count,psh_count,urg_count,unique_src_ports,unique_dst_ports,unique_src_ips,unique_dst_ips,port_20_count,port_21_count,port_22_count,port_80_count,port_443_count,top_dst_port,avg_bytes_per_pkt,rst_syn_ratio,rst_per_second,unique_src_ports_log,port_entropy,port22_rst_product,port22_src_diversity,label
normal_ping,2,196,98.0,98,98,9.799003601074219e-05,20410.238442822385,2000203.3673965936,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,65.33333333333333,0.0,0.0,0.0,0.0,0,0,0
normal_ping,2,196,98.0,98,98,8.606910705566406e-05,23237.141274238227,2277239.8448753464,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,65.33333333333333,0.0,0.0,0.0,0.0,0,0,0
normal_ping,2,196,98.0,98,98,0.00011110305786132812,18001.304721030043,1764127.8626609442,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,65.33333333333333,0.0,0.0,0.0,0.0,0,0,0
normal_ping,2,196,98.0,98,98,0.00017404556274414062,11491.243835616438,1126141.895890411,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,65.33333333333333,0.0,0.0,0.0,0.0,0,0,0
normal_ping,2,196,98.0,98,98,9.179115295410156e-05,21788.592207792208,2135282.036363636,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,65.33333333333333,0.0,0.0,0.0,0.0,0,0,0
normal_ping,2,196,98.0,98,98,9.989738464355469e-05,20020.54415274463,1962013.3269689737,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,65.33333333333333,0.0,0.0,0.0,0.0,0,0,0
normal_ping,2,196,98.0,98,98,0.00012302398681640625,16256.992248062015,1593185.2403100776,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,65.33333333333333,0.0,0.0,0.0,0.0,0,0,0
normal_ping,2,196,98.0,98,98,9.202957153320312e-05,21732.145077720208,2129750.2176165804,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,65.33333333333333,0.0,0.0,0.0,0.0,0,0,0
normal_ping,2,196,98.0,98,98,0.00011610984802246094,17225.067761806982,1688056.6406570843,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,65.33333333333333,0.0,0.0,0.0,0.0,0,0,0
normal_ping,2,196,98.0,98,98,0.0001308917999267578,15279.795992714025,1497420.0072859745,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,65.33333333333333,0.0,0.0,0.0,0.0,0,0,0
normal_ping,2,196,98.0,98,98,0.000102996826171875,19418.074074074073,1902971.2592592593,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,65.33333333333333,0.0,0.0,0.0,0.0,0,0,0
normal_ping,2,196,98.0,98,98,0.00010609626770019531,18850.804494382024,1847378.8404494382,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,65.33333333333333,0.0,0.0,0.0,0.0,0,0,0
normal_ping,2,196,98.0,98,98,0.0002319812774658203,8621.385405960946,844895.7697841726,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,65.33333333333333,0.0,0.0,0.0,0.0,0,0,0
